,PropertyType,Address,City,State,ZipCode,Price,Beds,Baths,Living_Sq_Ft,Lot_Acres,YearBuilt,YearRenovated,Hoa/Month,Parking,Garage,last_sold_price,ElementarySchool,E.SchoolRating,MiddleSchool,M.schoolRating,HighSchool,H.SchoolRating,Heating,Cooling,WalkableScore,TransitScore,BikeableScore,RedfinEstimate,Status
house_1310,Condo/Co-op,658 Harrison Ter ,SAN JOSE,CA,95125,1050000,4,4," 1,812", 0.0221,2007,2007,290,, 2,,Gardner Elementary School,3,Herbert Hoover Middle School,3,Abraham Lincoln High School,6, Forced Air,,71,63,92," $1,068,258", Active
house_1311,Single Family Residential,6911 Glenview Dr ,SAN JOSE,CA,95120,1350000,4,2," 2,213", 0.2342,1973,1974,0,, 1,,Williams Elementary School,9,Bret Harte Middle School,8,Leland High School,9, Central Forced Air (Gas),,34,22,18," $1,350,510", Active
house_1312,Condo/Co-op,6958 Gregorich Dr Unit B ,SAN JOSE,CA,95138,629950,2,2," 1,093",,1992,1992,343, 1, 1,,Los Paseos Elementary School,5,Martin Murphy Middle School,6,Ann Sobrato High School,7, Forced Air, Central Forced Air,7,32,56," $630,148", Active
house_1313,Townhouse,6978 Gregorich Dr Unit A ,SAN JOSE,CA,95138,679950,3,3," 1,377", 0.0302,1992,1992,343,, 1,,Los Paseos Elementary School,5,Martin Murphy Middle School,6,Ann Sobrato High School,7, Central Forced Air, Central Forced Air,7,32,56," $679,428", Active
house_1314,Other,698 S 8th St ,SAN JOSE,CA,95112,1299950,—,—," 2,863", 0.1538,1899,1899,0, 6, 1,,Lowell Elementary School,2,Herbert Hoover Middle School,3,Abraham Lincoln High School,6, Other (See Remarks),,78,61,85,, Active
house_1315,Single Family Residential,699 S 9th St ,SAN JOSE,CA,95112,1380000,4,—," 2,700", 0.1543,—,—,0, 7,,,Lowell Elementary School,2,Herbert Hoover Middle School,3,Abraham Lincoln High School,6, Central Forced Air (Gas),,78,61,85,, Active
house_1316,Condo/Co-op,7000 Gregorich Dr Unit C ,SAN JOSE,CA,95138,634999,2,2," 1,093",,1992,1992,343,, 1,,Los Paseos Elementary School,5,Martin Murphy Middle School,6,Ann Sobrato High School,7, Central Forced Air (Gas), Central Forced Air,9,32,60," $634,716", Active
house_1317,Townhouse,703 Star Jasmine Ct ,SAN JOSE,CA,95131,948800,3,2," 1,509", 0.2126,1997,1997,263,, 2,,Orchard Elementary School,6,,,,," Forced Air, Gas", Central Forced Air,74,39,76," $1,002,707", Active
house_1318,Single Family Residential,7045 Livery Ln ,SAN JOSE,CA,95135,1798000,4,3," 2,500", 0.3497,1997,1997,0,, 2,,Silver Oak Elementary School,9,Chaboya Middle School,8,Starlight High School,9," Forced Air, Gas", Central Forced Air,2,0,8," $1,848,230", Active
house_1319,Single Family Residential,7143 Via Corona ,San Jose,CA,95139,899888,4,2,,,1977,1977,0,,,,Los Paseos Elementary School,5,Martin Murphy Middle School,6,Ann Sobrato High School,7,,,44,33,53,, Coming Soon
house_1320,Condo/Co-op,7150 Rainbow Dr #21 ,SAN JOSE,CA,95129,799000,2,1," 1,050", 0.0241,1964,1964,501,, 1,,R. I. Meyerholz Elementary School,9,Joaquin Miller Middle School,9,Lynbrook High School,10, Forced Air, Ceiling Fan,57,24,73," $820,492", Active
house_1321,Single Family Residential,730 N 19th St ,SAN JOSE,CA,95112,1050000,3,2," 1,477", 0.1336,1956,1956,0,, 2,,Empire Gardens Elementary School,3,Peter Burnett Middle School,3,San Jose High School,3, Central Forced Air, Central Forced Air,49,40,79," $1,124,882", Active
house_1322,Condo/Co-op,7401 Via Calzada ,SAN JOSE,CA,95135,499000,2,2," 1,138", 0.2484,1985,1985,798,, 1,,Laurelwood Elementary School,6,Chaboya Middle School,8,,, Central Forced Air, Central Forced Air,4,22,22," $499,417", Active
house_1323,Mobile/Manufactured Home,748 Millstream Dr #748 ,SAN JOSE,CA,95125,259000,2,—," 1,872",,—,—,0,,,,Ernesto Galarza Elementary School,2,Willow Glen Middle School,5,Willow Glen High School,7, Central Forced Air," Ceiling Fan, Central Forced Air",41,46,37," $250,756", Active
house_1324,Single Family Residential,749 WILLOW GLEN Way ,SAN JOSE,CA,95125,1449000,4,3," 2,154", 0.1595,1947,1947,0,, 2,,Ernesto Galarza Elementary School,2,Willow Glen Middle School,5,Willow Glen High School,7, Forced Air, Central Forced Air,66,35,79," $1,476,470", Active
house_1325,Condo/Co-op,75 Rancho Dr ,SAN JOSE,CA,95111,495000,2,2, 939,,1989,1990,325,, 2,,Captain Jason M. Dahl Elementary School,3,Sylvandale Middle School,4,Andrew P. Hill High School,5, Central Forced Air, Other (See Remarks),70,53,70," $495,227", Active
house_1326,Mobile/Manufactured Home,758 Villa Teresa Way #758 ,SAN JOSE,CA,95123,304000,2,2," 1,556",,—,—,0,,,,,,Castillero Middle School,6,Gunderson High School,4, Central Forced Air, Central Forced Air,62,35,79," $293,558", Active
house_1327,Mobile/Manufactured Home,764 Villa Teresa Way #764 ,SAN JOSE,CA,95123,435000,3,2," 1,860",,—,—,0,,,,,,Castillero Middle School,6,Gunderson High School,4, Central Forced Air, Central Forced Air,62,35,79," $423,651", Active
house_1328,Single Family Residential,775 Dorrie Ave ,SAN JOSE,CA,95116,789000,4,2," 1,654", 0.1181,1955,1955,0,, 1,,McKinley Elementary School,3,,,,,," Ceiling Fan, Evaporative Cooler",63,41,79," $792,266", Active
house_1329,Condo/Co-op,7816 Prestwick Cir ,SAN JOSE,CA,95135,620000,2,2," 1,490",,1989,1989,758,, 2,,Silver Oak Elementary School,9,Chaboya Middle School,8,,, Central Forced Air, Central Forced Air,4,0,2," $623,995", Active
house_1330,Condo/Co-op,7821 Prestwick Cir ,SAN JOSE,CA,95135,779000,2,2," 1,804",,1989,1989,937,, 2,,Silver Oak Elementary School,9,Chaboya Middle School,8,,, Central Forced Air, Central Forced Air,4,0,2," $765,589", Active
house_1331,Condo/Co-op,7821 Prestwick Cir ,SAN JOSE,CA,95135,779000,2,2," 1,804",,1989,1989,937,, 2,,Silver Oak Elementary School,9,Chaboya Middle School,8,,, Central Forced Air, Central Forced Air,4,0,2," $765,589", Active
house_1332,Condo/Co-op,801 S Winchester Blvd #2301 ,SAN JOSE,CA,95128,630000,1,1, 692,,2005,2005,295,, 1,,Primary Plus Elementary School,6,,,,, Forced Air, Central Forced Air,75,39,67," $617,686", Active
house_1333,Condo/Co-op,806 Catkin Ct ,SAN JOSE,CA,95128,695000,2,2, 922,,1988,2000,576,,,,Sherman Oaks Elementary School,4,,,,, Central Forced Air, Central Forced Air,35,41,55," $692,896", Active
house_1334,Condo/Co-op,808 Lenzen Ave #119 ,SAN JOSE,CA,95126,749999,2,2," 1,049", 0.0196,2005,2005,435,, 2,,Merritt Trace Elementary School,4,Herbert Hoover Middle School,3,Abraham Lincoln High School,6, Central Forced Air, Central Forced Air,86,63,86," $749,689", Active
house_1335,Single Family Residential,834 Cotton Tail Ave ,SAN JOSE,CA,95116,699950,3,2," 1,120", 0.1159,1959,1959,0,, 2,,Sylvia Cassell Elementary School,3,Lee Mathson Middle School,3,Independence High School,6, Gas,,53,55,63," $763,346", Active
house_1336,Condo/Co-op,8414 Chenin Blanc Ln ,SAN JOSE,CA,95135,599950,2,2," 1,497", 0.0553,1978,1978,1067,, 1,,Silver Oak Elementary School,9,Chaboya Middle School,8,,, Central Forced Air, Central Forced Air,0,14,16," $598,766", Active
house_1337,Single Family Residential,85 Martha St ,SAN JOSE,CA,95112,610000,2,1, 780, 0.0315,1915,1915,0,,,,Washington Elementary School,4,Herbert Hoover Middle School,3,Abraham Lincoln High School,6, Wall Furnace, Window/Wall Unit,91,59,89," $620,462", Active
house_1338,Townhouse,854 Minnesota Ave #118 ,SAN JOSE,CA,95125,988000,3,2," 1,547", 0.0539,1981,1982,430,, 2,,Willow Glen Elementary School,5,Willow Glen Middle School,5,Willow Glen High School,7, Central Forced Air, Central Forced Air,76,49,82," $989,158", Active
house_1339,Single Family Residential,871 Willow Glen Way ,SAN JOSE,CA,95125,2899000,5,5," 3,411", 0.1908,2015,2015,0,, 2,,Willow Glen Elementary School,5,Willow Glen Middle School,5,Willow Glen High School,7," Central Forced Air, Heating (2+ Zones)"," Ceiling Fan, Central Forced Air, Multi-Zone",61,38,76," $2,864,386", Active
house_1340,Single Family Residential,876 N 14th St ,SAN JOSE,CA,95112,789000,2,1, 840, 0.1242,1930,1930,0,, 1,,Grant Elementary School,2,Peter Burnett Middle School,3,San Jose High School,3, Central Forced Air (Gas),,79,46,89," $781,482", Active
house_1341,Condo/Co-op,88 Bush St #2137 ,SAN JOSE,CA,95126,1388000,2,2," 1,444",,2008,2008,497,, 2,,Merritt Trace Elementary School,4,Herbert Hoover Middle School,3,Abraham Lincoln High School,6, Central Forced Air, Central Forced Air,90,73,88," $1,367,592", Active
house_1342,Condo/Co-op,88 E San Fernando St #1002 ,SAN JOSE,CA,95113,1188000,2,2," 1,224",,2008,2008,830, 2, 2,,Horace Mann Elementary School,3,Herbert Hoover Middle School,3,Abraham Lincoln High School,6, Central Forced Air, Central Forced Air,97,76,92," $1,183,084", Active
house_1343,Single Family Residential,891 Viceroy Way ,SAN JOSE,CA,95133,1250000,4,2," 2,150", 0.1491,1974,1974,0,, 2,,Summerdale Elementary School,7,Piedmont Middle School,5,Independence High School,6, Forced Air, Central Forced Air,47,46,71," $1,351,845", Active
house_1344,Single Family Residential,895 Coe Ave ,SAN JOSE,CA,95125,2288000,4,3," 2,540", 0.1333,1921,1921,0, 2, 2,,Willow Glen Elementary School,5,Willow Glen Middle School,5,Willow Glen High School,7," Central Forced Air, Fireplace", Central Forced Air,82,51,91," $2,286,945", Active
house_1345,Single Family Residential,90 N 34th St ,SAN JOSE,CA,95116,988800,4,2," 2,392", 0.236,1946,1946,0,, 4,,Anne Darling Elementary School,2,Peter Burnett Middle School,3,San Jose High School,3, Central Forced Air, Central Forced Air,55,54,53," $992,702", Active
house_1346,Townhouse,909 Alta Mar Ter ,SAN JOSE,CA,95126,939000,2,2," 1,365", 0.0139,2006,2006,262,, 2,,Merritt Trace Elementary School,4,Herbert Hoover Middle School,3,Abraham Lincoln High School,6, Heating (2+ Zones), Central Forced Air,42,50,62," $960,202", Active
house_1347,Single Family Residential,915 Chabrant Way ,SAN JOSE,CA,95125,1299000,3,2," 1,320", 0.1,1940,1940,0,, 2,,Willow Glen Elementary School,5,Willow Glen Middle School,5,Willow Glen High School,7, Central Forced Air (Gas), Central Forced Air,84,50,89," $1,296,293", Active
house_1348,Single Family Residential,953 Yarmouth Way ,SAN JOSE,CA,95120,1688000,5,3," 2,665", 0.1905,1972,1972,38,, 2,,Graystone Elementary School,9,Bret Harte Middle School,8,Leland High School,9," Central Forced Air, Gas, Heating (2+ Zones)"," Central Forced Air, Multi-Zone",28,20,64," $1,736,451", Active
house_1349,Condo/Co-op,955 Catkin Ct ,SAN JOSE,CA,95128,569000,2,2, 922,,1988,2000,576,,,,Sherman Oaks Elementary School,4,,,,, Baseboard, Ceiling Fan,32,41,58," $572,732", Active
house_1350,Vacant Land,0 La Salle St ,San Jose,CA,95002,109900,—,—,,,—,—,0,,,,,,,,,,,,15,30,51,, Active
house_1351,Vacant Land,0 Miradero Ave ,San Jose,CA,95127,450000,—,—,,,1900,1900,0,,,,Linda Vista Elementary School,5,Joseph George Middle School,3,James Lick High School,4,,,1,13,3," $413,989", Active
house_1352,Townhouse,21001 Estancia Cmn #8 ,SAN LORENZO,CA,94580,760000,3,3," 1,668", 0.0373,—,—,235,, 2,,Lorenzo Manor Elementary School,2,Bohannon Middle School,2,San Lorenzo High School,3, Central Forced Air, Central Forced Air,82,41,62," $759,930", Active
house_1353,Townhouse,21061 Estancia Cmn #21061 ,SAN LORENZO,CA,94580,775000,3,3," 1,703", 0.028,—,—,235,, 2,,Lorenzo Manor Elementary School,2,Bohannon Middle School,2,San Lorenzo High School,3, Central Forced Air, Central Forced Air,82,41,62," $774,761", Active
house_1354,Townhouse,21061 Estancia Cmn #21061 ,SAN LORENZO,CA,94580,775000,3,3," 1,703", 0.028,—,—,235,, 2,,Lorenzo Manor Elementary School,2,Bohannon Middle School,2,San Lorenzo High School,3, Central Forced Air, Central Forced Air,82,41,62," $774,761", Active
house_1355,Townhouse,21193 Estancia #1 ,SAN LORENZO,CA,94580,760000,3,3," 1,782", 0.0396,—,—,235,, 2,,Lorenzo Manor Elementary School,2,Bohannon Middle School,2,San Lorenzo High School,3, Central Forced Air, Central Forced Air,82,41,62," $749,109", Active
house_1356,Townhouse,21193 Estancia #1 ,SAN LORENZO,CA,94580,760000,3,3," 1,782", 0.0396,—,—,235,, 2,,Lorenzo Manor Elementary School,2,Bohannon Middle School,2,San Lorenzo High School,3, Central Forced Air, Central Forced Air,82,41,62," $749,109", Active
house_1357,Townhouse,809 Estancia Ct ,SAN LORENZO,CA,94580,740000,3,3," 1,525", 0.0237,2008,2008,235,, 2,,Lorenzo Manor Elementary School,2,Bohannon Middle School,2,San Lorenzo High School,3, Central Forced Air, Central Forced Air,82,41,62," $741,072", Active
house_1358,Townhouse,815 Estancia Ct #10 ,SAN LORENZO,CA,94580,740000,3,3," 1,524", 0.035,—,—,235,, 2,,Lorenzo Manor Elementary School,2,Bohannon Middle School,2,San Lorenzo High School,3, Central Forced Air, Central Forced Air,82,41,62," $739,517", Active
house_1359,Townhouse,819 ESTANCIA Ct #13 ,SAN LORENZO,CA,94580,760000,3,3," 1,523", 0.0235,—,—,235,, 2,,Lorenzo Manor Elementary School,2,Bohannon Middle School,2,San Lorenzo High School,3, Central Forced Air, Central Forced Air,82,41,62," $760,459", Active
house_1360,Townhouse,819 ESTANCIA Ct #13 ,SAN LORENZO,CA,94580,760000,3,3," 1,523", 0.0235,—,—,235,, 2,,Lorenzo Manor Elementary School,2,Bohannon Middle School,2,San Lorenzo High School,3, Central Forced Air, Central Forced Air,82,41,62," $760,459", Active
house_1361,Single Family Residential,1918 Woodland Ave ,SANTA CLARA,CA,95050,1450000,4,2," 1,996", 0.1933,1956,1956,0,, 2,,Westwood Elementary School,8,Buchser Middle School,5,Santa Clara High School,8, Central Forced Air, Central Forced Air,72,42,80," $1,569,906", Active
house_1362,Condo/Co-op,2907 Corvin Dr #131 ,Santa Clara,CA,95051,1514995,4,3,,,—,—,317,, 2,,Bracher Elementary School,6,Juan Cabrillo Middle School,6,Adrian Wilcox High School,7,,,43,36,59," $1,483,860", Active
house_1363,Single Family Residential,3172 Mckinley Dr ,SANTA CLARA,CA,95051,1999999,4,3," 2,031", 0.1649,1957,1957,0,, 2,,Dwight D. Eisenhower Elementary School,7,Warren E. Hyde Middle School,8,Cupertino High School,9," Central Forced Air, Fireplace"," Ceiling Fan, Central Forced Air",72,42,69," $2,164,130", Active
house_1364,Single Family Residential,3425 Cecil Ave ,SANTA CLARA,CA,95050,2298000,4,3," 2,870", 0.2642,1949,2019,0,, 2,,Westwood Elementary School,6,,,,," Central Forced Air, Central Forced Air (Gas), Heating (2+ Zones)"," Central Forced Air, Multi-Zone",69,44,80," $2,326,294", Active
house_1365,Single Family Residential,3481 Toomey ,SANTA CLARA,CA,95051,2198000,4,4," 2,557", 0.0442,—,—,166,, 2,,,,,,,, Central Forced Air, Central Forced Air,27,33,66,, Active
house_1366,,3578 Rambla Pl Unit 521 ,Santa Clara,CA,95054,1350995,3,2,,,,,0,,,,Bracher Elementary School,6,Juan Cabrillo Middle School,6,Adrian Wilcox High School,7,,,48,34,71," $1,329,780", Active
house_1367,,3578 Rambla Pl Unit 521 ,Santa Clara,CA,95054,1350995,3,2,,,,,0,,,,Bracher Elementary School,6,Juan Cabrillo Middle School,6,Adrian Wilcox High School,7,,,48,34,71," $1,329,780", Active
house_1368,Single Family Residential,80 Cook Pl ,SANTA CLARA,CA,95050,1680000,4,3," 2,166", 0.107,2014,2014,157,, 2,,Lynhaven Elementary School,5,,,,," Central Forced Air, Heating (2+ Zones)"," Central Forced Air, Multi-Zone",77,45,82," $1,771,306", Active
house_1369,Single Family Residential,19379 Eric Dr ,SARATOGA,CA,95070,1998000,3,2," 1,652", 0.2714,1964,1964,0,, 2,,Blue Hills Elementary School,9,Joaquin Miller Middle School,9,Lynbrook High School,10, Central Forced Air, Central Forced Air,,,," $2,021,633", Active
house_1370,Multi-Family (2-4 Unit),1022 Valerian Way ,SUNNYVALE,CA,94086,2790000,8,—," 3,708", 0.2296,1969,1969,0,,,,Braly Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Wall Furnace, Other (See Remarks),70,44,66," $2,672,472", Active
house_1371,Multi-Family (2-4 Unit),1022 Valerian Way ,SUNNYVALE,CA,94086,2790000,8,—," 3,708", 0.2296,1969,1969,0,,,,Braly Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Wall Furnace, Other (See Remarks),70,44,66," $2,672,472", Active
house_1372,Mobile/Manufactured Home,1050 Borregas Ave #140 ,SUNNYVALE,CA,94089,325000,3,2," 1,710",,—,—,0,,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Central Forced Air,44,41,72," $311,398", Active
house_1373,Mobile/Manufactured Home,1050 Borregas Ave #140 ,SUNNYVALE,CA,94089,325000,3,2," 1,710",,—,—,0,,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Central Forced Air,44,41,72," $311,398", Active
house_1374,Mobile/Manufactured Home,1050 Borregas Ave #145 ,SUNNYVALE,CA,94089,199900,2,2," 1,696",,—,—,0,,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Central Forced Air,44,41,72," $196,117", Active
house_1375,Mobile/Manufactured Home,1050 Borregas Ave #145 ,SUNNYVALE,CA,94089,199900,2,2," 1,696",,—,—,0,,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Central Forced Air,44,41,72," $196,117", Active
house_1376,Single Family Residential,1076 Cornflower Ct ,SUNNYVALE,CA,94086,1799000,4,2," 1,530", 0.1475,1969,1970,0,, 2,,Ponderosa Elementary School,7,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,16,35,67,, Active
house_1377,Mobile/Manufactured Home,1085 Tasman Dr #125 ,SUNNYVALE,CA,94089,340000,3,2," 1,512",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,61,47,74," $339,150", Active
house_1378,Mobile/Manufactured Home,1085 Tasman Dr #145 ,SUNNYVALE,CA,94089,299000,3,2," 1,534",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Electric, Ceiling Fan,61,47,74," $295,497", Active
house_1379,Mobile/Manufactured Home,1085 Tasman #217 ,SUNNYVALE,CA,94089,309000,3,2," 1,560",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air," Ceiling Fan, Central Forced Air",61,47,74," $303,227", Active
house_1380,Mobile/Manufactured Home,1085 Tasman Dr #21 ,SUNNYVALE,CA,94089,299900,4,2," 1,508",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7," Central Forced Air, Gas", Central Forced Air,61,47,74," $292,198", Active
house_1381,Mobile/Manufactured Home,1085 Tasman Dr #32 ,SUNNYVALE,CA,94089,229900,2,2," 1,464",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Gas,,61,47,74," $223,198", Active
house_1382,Mobile/Manufactured Home,1085 Tasman #389 ,SUNNYVALE,CA,94089,324999,3,2," 1,620",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Ceiling Fan,61,47,74," $314,996", Active
house_1383,Mobile/Manufactured Home,1085 Tasman Dr #535 ,SUNNYVALE,CA,94089,458699,4,2," 1,850",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,61,47,74," $456,538", Active
house_1384,Mobile/Manufactured Home,1085 Tasman Dr #535 ,SUNNYVALE,CA,94089,458699,4,2," 1,850",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,61,47,74," $456,538", Active
house_1385,Mobile/Manufactured Home,1085 TASMAN Dr #626 ,SUNNYVALE,CA,94089,318000,3,2," 1,540",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7," Central Forced Air, Gas", Central Forced Air,61,47,74," $308,388", Active
house_1386,Single Family Residential,1108 Silverlake Dr ,SUNNYVALE,CA,94089,1798000,4,4," 2,420", 0.1591,1959,2011,0,, 2,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Central Forced Air,67,43,85," $1,773,267", Active
house_1387,Mobile/Manufactured Home,1111 Morse Ave #108 ,SUNNYVALE,CA,94089,389000,3,2," 1,740",,—,—,0,,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8," Central Forced Air, Other (See Remarks)"," Ceiling Fan, Central Forced Air",48,44,71," $925,060", Active
house_1388,Mobile/Manufactured Home,1111 Morse Ave #113 ,SUNNYVALE,CA,94089,368800,3,2," 1,656",,—,—,0,,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8," Central Forced Air, Other (See Remarks)", Other (See Remarks),48,44,71," $365,217", Active
house_1389,Mobile/Manufactured Home,1111 Morse Ave #149 ,SUNNYVALE,CA,94089,288000,3,2," 1,586",,—,—,0,,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Central Forced Air,48,44,71," $275,297", Active
house_1390,Mobile/Manufactured Home,1111 Morse Ave #2 ,SUNNYVALE,CA,94089,260000,3,2," 1,560",,—,—,0,,,,Lakewood Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Central Forced Air,48,44,71," $261,502", Active
house_1391,Single Family Residential,115 N Murphy Ave ,SUNNYVALE,CA,94086,1750000,6,6," 2,252", 0.1492,1949,1949,0,,,,Bishop Elementary School,4,Columbia Middle School,3,Fremont High School,8, Central Forced Air, Whole House Fan,78,49,84,, Active
house_1392,Mobile/Manufactured Home,1220 Tasman #18 ,SUNNYVALE,CA,94089,179900,2,1, 672,,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Evaporative Cooler,54,48,84," $172,573", Active
house_1393,Mobile/Manufactured Home,1220 Tasman Dr #247 ,SUNNYVALE,CA,94089,399000,3,3," 1,800",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7," Central Forced Air, Fireplace"," Ceiling Fan, Central Forced Air",59,48,74," $389,906", Active
house_1394,Mobile/Manufactured Home,1220 Tasman Dr #247 ,SUNNYVALE,CA,94089,399000,3,3," 1,800",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7," Central Forced Air, Fireplace"," Ceiling Fan, Central Forced Air",59,48,74," $389,906", Active
house_1395,Mobile/Manufactured Home,1220 Tasman Dr #327 ,SUNNYVALE,CA,94089,299000,3,2," 1,270",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7," Central Forced Air, Gas", Ceiling Fan,54,48,84," $294,111", Active
house_1396,Mobile/Manufactured Home,1220 Tasman Dr #327 ,SUNNYVALE,CA,94089,299000,3,2," 1,270",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7," Central Forced Air, Gas", Ceiling Fan,54,48,84," $294,111", Active
house_1397,Mobile/Manufactured Home,1220 Tasman Dr #414 ,SUNNYVALE,CA,94089,254900,3,2," 1,140",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air,,54,48,84," $244,885", Active
house_1398,Mobile/Manufactured Home,1220 Tasman Dr #437 ,SUNNYVALE,CA,94089,229900,2,—," 1,040",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,54,48,84," $218,952", Active
house_1399,Mobile/Manufactured Home,1220 Tasman #454 ,SUNNYVALE,CA,94089,150000,2,2," 1,080",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air,,54,48,84," $145,268", Active
house_1400,Mobile/Manufactured Home,1220 Tasman Dr Spc 475 ,Sunnyvale,CA,94089,330000,3,2,,,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7,,,54,48,84," $318,964", Active
house_1401,Mobile/Manufactured Home,1220 Tasman Dr #533 ,SUNNYVALE,CA,94089,299900,3,2," 1,441",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7," Central Forced Air, Gas", Central Forced Air,54,48,84," $305,816", Active
house_1402,Mobile/Manufactured Home,1220 Tasman Dr #7 ,SUNNYVALE,CA,94089,210000,3,2," 1,022",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Ceiling Fan,54,48,84," $206,532", Active
house_1403,Mobile/Manufactured Home,1220 Vienna Dr #497 ,SUNNYVALE,CA,94089,265000,3,2," 1,488",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,45,47,73," $252,916", Active
house_1404,Mobile/Manufactured Home,1220 Vienna Dr #565 ,SUNNYVALE,CA,94089,426988,3,3," 1,900",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air," Ceiling Fan, Central Forced Air",45,47,73," $418,167", Active
house_1405,Mobile/Manufactured Home,1225 Vienna Dr #10 ,SUNNYVALE,CA,94089,219900,3,2," 1,526",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7," Central Forced Air, Gas", Central Forced Air,58,47,72," $220,249", Active
house_1406,Mobile/Manufactured Home,1225 Vienna Dr #181 ,SUNNYVALE,CA,94089,238000,3,2," 1,733",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,58,47,72," $234,841", Active
house_1407,Mobile/Manufactured Home,1225 Vienna Dr #181 ,SUNNYVALE,CA,94089,238000,3,2," 1,733",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,58,47,72," $234,841", Active
house_1408,Mobile/Manufactured Home,1225 Vienna Dr #181 ,SUNNYVALE,CA,94089,238000,3,2," 1,733",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,58,47,72," $234,841", Active
house_1409,Mobile/Manufactured Home,1225 Vienna Dr #181 ,SUNNYVALE,CA,94089,238000,3,2," 1,733",,—,—,0,,,,George Mayne Elementary School,6,Marian A. Peterson Middle School,7,Adrian Wilcox High School,7, Central Forced Air, Central Forced Air,58,47,72," $234,841", Active
